name_full,locality,first_elected_year,reelection_year,ideology_score,party_code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,
John R. Westwood,ut,2012,2018,0.060081614,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Chester F. Dobis,in,1970,2012,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jack  Noble,id,2002,2005,,R,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,
Kevin Goss,ar,2002,2006,,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Carl Wayne Gilliard,ga,2016,2018,-0.682508956,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
RaeAnn G. Kelsch,nd,1990,2012,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Justin Price,ri,2014,2018,2.200467849,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Fred J. Dyson,ak,1996,2014,1.596150562,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Stephen R. Beaudette,me,2004,2010,-0.201050167,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Pam Wolf,mn,2010,2012,,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Kenneth Eric LaFleur,la,2007,2019,-0.746239781,D,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Lynne A. DiSanto,sd,2014,2018,-1.259643383,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Ronnie D. Peterson,mi,2016,2018,-2.00456378,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Hildegard Z. Ojibway,vt,2006,2008,,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Chris C. Hall,ia,2014,2018,,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Ulysses Currie,md,1994,2018,-0.4894746,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
David K. Muradian Jr.,ma,2014,2018,1.444265988,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Frances D. Potter,nh,1998,2012,-1.251748414,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Luiz R.S. Simmons,md,2002,2014,-0.251142598,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Stanley Lee Blake,wy,2006,2018,-0.628055108,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Billy Frank Broomfield,ms,1991,2013,-1.692250403,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,,,,,
Mary L. Washington,md,2010,2018,-1.091643496,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Susan A. Story,ri,2000,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
John Trent Kelly,us,2015,2018,1.070973626,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
David Cheston Rouzer,nc,2008,2012,,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Eric H. Bogue,sd,1998,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Stephen A. Meeks,ar,2010,2018,0.508482681,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Jay Wasson,mo,2010,2018,0.5237951,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Kate Brophy McGee,az,2016,2018,0.204848664,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Merrill F. Nelson,ut,2012,2018,0.048871988,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Marc Berman,ca,2016,2018,-0.214374908,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Frank C. Guinta,us,2014,2016,0.807074962,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Lane L. Larson,mt,2004,2008,,D,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Harvey B. Otterman,vt,2000,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Michael A. Cheokas,ga,2004,2016,0.110271337,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Jeanette Mott Oxford,mo,2004,2012,,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Donald R. Cravins Jr.,la,2007,2008,-0.557913293,D,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,
Monique Deon Davis,il,1986,2018,-0.909138285,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Anne Meagher Northup,us,1996,2006,0.722276927,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Erin E. Mercer,wy,2005,2009,0.90869533,R,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,,,,,
Edward M. Gaines,ca,2011,2020,1.157939274,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Dennis H. Bonnen,tx,1996,2018,0.744365482,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
William D. Proudfoot,wv,1990,2008,-1.565108714,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Devin Gerald Nunes,us,2002,2018,0.911055299,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Dianne Y. Byrum,mi,2002,2006,-0.747678546,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Wyman E. Shuler III,nh,2010,2012,0.637419626,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Tom J. Moxley,ks,2006,2016,-0.535853979,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Janet Johnson,ar,2002,2008,,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Les Eaves,ar,2014,2018,0.380895928,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Mollie Sullivan Burke,vt,2008,2018,-1.046604389,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Roderick W. Carr,me,1998,2006,0.996273779,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Barbara S. Matthews,ca,2000,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Lynda Wilson,wa,2016,2020,0.872186582,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Tom Houghton,pa,2008,2010,-0.540963558,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Rodney D. Montoya,nm,2014,2018,1.037028414,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
David A. Trott,us,2014,2018,0.785361835,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Phillip Ray Shepard,nc,2010,2018,0.604995816,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Daniel T. Cooper,sc,1990,2012,0.320775818,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jess M. Stairs,pa,1976,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Yusaf Salaam,al,2002,2010,-1.511384547,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Evan Hollingsworth Jenkins,us,2014,2018,0.641116815,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Earl Ray Tomblin,wv,1980,2011,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,,
John J. Lawn Jr.,ma,2011,2018,-1.003263075,D,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Dade Phelan,tx,2014,2018,0.54341485,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Robert Briley,tn,1998,2008,-1.689083211,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Joe Heckstall,ga,1994,2012,-1.152632687,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Iris W. Estabrook,nh,2002,2008,,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Lillian Ortiz-Self,wa,2014,2018,-0.837652728,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Harry C. Merrow,nh,2010,2014,0.302017038,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Donald S. Wright,nh,2012,2016,0.975096051,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Raymond J. Lesniak,nj,1983,2017,-0.623720032,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Andrew N. Nunez,nm,2014,2016,0.874920169,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
H. Paul Dennert,sd,2004,2012,-0.630786546,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Judith M. Livingston,vt,1994,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Walter J. Boasso,la,2003,2007,-0.233519128,D,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Gary V. Staples,ms,2003,2019,1.246523457,R,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Allen Maxwell,ar,2004,2010,,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Conrad Appel,la,2008,2019,-0.117904109,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Gary Scherer,oh,2012,2018,0.638587308,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Marie L. Rader,ky,1996,2018,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Jessica E. Haak,nd,2012,2016,,D-NPL,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Michael W. Demicco,ct,2012,2018,-1.579802927,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Amy L. Edmonds,wy,2006,2012,1.311215837,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Steven Stafstrom Jr.,ct,2015,2018,-1.040190789,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Nina R. Harper,md,2013,2014,-0.843256813,D,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,,,
Brandt Hershman,in,2000,2020,-0.341302743,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Daniel G. Johnson,id,2011,2018,0.142248063,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
R. Ted Harhai,pa,1998,2016,-0.36143953,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Sherwood Louis Boehlert,us,1982,2006,0.232626243,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Deb Shaughnessy,mi,2010,2012,0.836593446,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Laurie J. Boyce,nh,2000,2010,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Ann Marie Doory,md,1986,2010,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Rosaire Paradis Jr.,me,2000,2006,-0.391719477,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
John S. Wisniewski,nj,1995,2017,-0.839340396,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Leon Drolet,mi,2001,2006,3.352812588,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Richard William Pombo,us,1992,2006,0.684190609,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
James B. Fitzgerald,vt,2006,2008,,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Clifford Bundy Stearns,us,1988,2012,1.111877738,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
George E. Sykes,nh,2012,2018,-1.391640256,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Renee Stovall Unterman,ga,2002,2018,0.62736177,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Lynn Briggs Herman,pa,1982,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
David Michael Kerner,fl,2012,2016,-1.157240853,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Katerina Eyre Brewer,or,2010,2012,0.968685863,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Raymond E. Basham,mi,2002,2010,-1.014431876,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
John D. Ceretto,ny,2010,2016,0.660533315,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Eldon E. Nygaard,sd,2010,2012,-0.603786859,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Paul T. Anderson,mn,2016,2020,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
David Clemens,nd,2016,2020,-0.86823531,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
William McClellan Thornberry,us,1994,2018,1.110181487,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Debra Hilstrom,mn,2000,2018,-0.775153721,DFL,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Larry Walker III,ga,2015,2018,0.28785775,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
John J. Cleveland,me,2012,2014,-0.456229185,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,
Earl L. Harris Jr.,in,2016,2018,-1.43904687,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Janet Petersen,ia,2012,2020,-1.461999747,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
David G. Argall,pa,2009,2020,0.385735132,R,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Donald R. Philbrick,nh,1992,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Kate Knuth,mn,2006,2012,,DFL,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
F.L. Waide,ky,2010,2014,,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Ira Daniel Hansen,nv,2010,2018,0.825016767,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Deborah Newcomb,oh,2008,2010,-1.006909091,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Jimmy H. Pruett Jr.,ga,2006,2018,0.542413419,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Dov Hikind,ny,1982,2018,-0.318615585,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Richard M. Sykes,me,2002,2010,0.982726144,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Patrick John Hogan,md,1994,2007,,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Noah W. Wenger,pa,1982,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Elena C. Parent Brisendine,ga,2014,2018,-1.067464015,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Curt Cobb,tn,2002,2010,-0.574266441,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Evan Boyd Jenne,fl,2014,2018,-1.534322008,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Mark Ferrandino,co,2007,2014,-0.820475241,D,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Darlene Fairley,wa,1994,2010,-0.452352411,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Bernard F. Kenny Jr.,nj,1993,2007,-1.008312515,D,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Clayton Halverson,sd,2004,2008,-1.30300843,D,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Michael A. Walsworth,la,2007,2019,0.671522205,R,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Elaine D. Harvey,wy,2002,2016,0.161145691,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Lincoln Hough,mo,2010,2016,,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Martin J. Scott,ga,2004,2012,,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
John Headley Shott,wv,2012,2018,0.953230871,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Geoffrey M. Gratwick,me,2012,2018,-0.213364869,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Dwight Y. Takamine,hi,2008,2010,-0.748490001,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Scott L. Gunderson,wi,1994,2010,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Dawson Tucker Hodgson,ri,2010,2014,1.287539975,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Ron Amstutz,oh,2008,2016,1.06004876,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Larry L. Noble,ia,2006,2010,0.576113064,R,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Christopher J. Larson,wi,2010,2018,-1.050274931,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Ron Griggs,nm,2012,2020,0.699301815,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Lester W. Bradley,nh,2010,2014,0.530431427,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Lynn N. Hemingway,ut,2015,2018,-2.012345168,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Don Gosen,mo,2010,2016,,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Karey Hanks,id,2016,2018,-1.997178274,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Barbara A. Robinson,md,2016,2018,-0.575877371,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
James N. Robey,md,2006,2014,-0.40150351,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Elijah Haahr,mo,2012,2018,,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
John Patrick Burnett,mo,2002,2010,,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Stephen J. Buoniconti,ma,2004,2010,,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Michael Joseph Driscoll,pa,2014,2018,-1.116409727,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Bob Bastian,pa,1998,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Pat T. Hickey,nv,2010,2016,0.322141493,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Joe Boylan,nc,2006,2008,,R,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Robert Lee Dickey III,ga,2011,2018,0.319512301,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Joseph F. Vitale,nj,1997,2017,-0.809099607,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Sue Madison,ar,2002,2012,,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Pamela Powers Hannley,az,2016,2018,-2.236422051,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Michael Shane Broadway,ar,2002,2010,,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Gregory Mark Kirk,ga,2014,2018,0.547898073,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Dawn Marie Addiego,nj,2011,2017,0.919192391,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Margaret Donaldson Smith,wv,2014,2016,-0.147379867,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Ben C. Tollefson,nd,2000,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
David J. Murphy,wi,2012,2018,0.721748309,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Bruce DeGroot,mo,2016,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Peter J. Koutoujian,ma,1996,2010,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Donald Cravins,la,1992,2006,-1.846605565,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Jeffrey W. Delzer,nd,1994,2020,1.376903186,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Kevin Kinney,ia,2014,2018,-0.343441187,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Steven J. Butterfield II,me,2008,2010,-1.065744524,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Steven C. Panagiotakos,ma,1996,2010,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
John B. Sedensky,nh,2008,2014,0.877581318,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Carlos Guillermo Smith,fl,2016,2018,-1.161104537,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Randy Rankin,ar,2002,2006,,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Robert J. Skarphol,nd,2000,2016,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Edwin W. Farnsworth,az,2010,2018,1.436319747,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Gary F. Simpson,de,1998,2018,1.352622087,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
J. Berry Harrison,ok,1990,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Frank Garner,mt,2014,2018,0.450061042,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Ivy Vann,nh,2014,2018,-1.101744658,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Roger A. Picard,ri,2008,2018,0.301733696,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Bradley H. Jones Jr.,ma,1994,2018,2.027896794,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
James Edward Kerr,co,2004,2012,,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Steve Scott Davis,ga,2004,2012,0.891843122,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Cecil C. Brown,ms,1999,2015,-0.71957127,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,
Peter J. Stautberg,oh,2008,2014,0.785425673,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Terry M. Musser,wi,1984,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Mike Obermueller,mn,2008,2010,,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Alan Lee Cropsey,mi,2002,2010,-0.017172483,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Robert C. South,vt,2008,2012,0.244627695,D,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
David William Rogers,nc,2016,2018,0.675546397,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Ted W. Lieu,us,2014,2018,-1.129615721,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Dave Bonner Jr.,wy,2008,2012,-0.113262178,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
J. Gail Barry,nh,2010,2012,0.840927955,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Ryan James Warner,pa,2014,2018,1.225882311,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Harry L. Chen,vt,2002,2008,,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
